Latitude Longitude RSSI(dBm)
40.908883 -73.112390 -81.000000
40.908908 -73.112403 -81.000000
40.908945 -73.112422 -83.000000
40.909021 -73.112482 -81.000000
40.909043 -73.112496 -83.000000
40.909084 -73.112519 -89.000000
40.909107 -73.112529 -87.000000
40.909143 -73.112544 -85.000000
40.909215 -73.112591 -85.000000
40.909238 -73.112608 -81.000000
40.909272 -73.112638 -83.000000
40.909292 -73.112651 -85.000000
40.909337 -73.112695 -87.000000
40.909356 -73.112714 -87.000000
40.909401 -73.112755 -81.000000
40.909425 -73.112782 -79.000000
40.909458 -73.112812 -79.000000
40.909499 -73.112838 -81.000000
40.909533 -73.112858 -81.000000
40.909558 -73.112869 -81.000000
40.909606 -73.112887 -83.000000
40.909660 -73.112908 -87.000000
40.909701 -73.112946 -85.000000
40.909727 -73.112955 -83.000000
40.909754 -73.112971 -81.000000
40.909803 -73.112995 -83.000000
40.909824 -73.113004 -85.000000
40.909852 -73.113013 -83.000000
40.909871 -73.113025 -85.000000
40.909929 -73.113066 -85.000000
40.909953 -73.113078 -87.000000
40.909977 -73.113095 -87.000000
40.910017 -73.113134 -85.000000
40.910037 -73.113138 -87.000000
40.910055 -73.113143 -87.000000
40.910153 -73.113171 -85.000000
40.910213 -73.113206 -83.000000
40.910263 -73.113245 -83.000000
40.910282 -73.113269 -81.000000
40.910345 -73.113374 -79.000000
40.910346 -73.113428 -79.000000
40.910362 -73.113451 -77.000000
40.910402 -73.113519 -75.000000
40.910418 -73.113552 -77.000000
40.910431 -73.113579 -77.000000
40.910435 -73.113651 -79.000000
40.910477 -73.113859 -81.000000
40.910482 -73.113938 -87.000000
40.910482 -73.113970 -87.000000
40.910487 -73.114001 -87.000000
40.910502 -73.114095 -87.000000
40.910499 -73.114128 -89.000000
40.910502 -73.114176 -91.000000
40.910504 -73.114228 -91.000000
40.910507 -73.114315 -93.000000
40.910515 -73.114400 -89.000000
40.910523 -73.114426 -89.000000
40.910526 -73.114475 -97.000000
40.910562 -73.114530 -95.000000
40.910571 -73.114568 -97.000000
40.910571 -73.114602 -93.000000
40.910567 -73.114664 -91.000000
40.910567 -73.114742 -93.000000
40.910568 -73.114768 -93.000000
40.910568 -73.114809 -95.000000
40.910573 -73.114839 -95.000000
40.910603 -73.115045 -97.000000
40.910605 -73.115068 -95.000000
40.910612 -73.115094 -95.000000
40.910620 -73.115181 -97.000000
40.910676 -73.115395 -97.000000
40.910794 -73.115841 -103.000000
40.910832 -73.115914 -105.000000
40.910898 -73.116006 -101.000000
40.910926 -73.116041 -101.000000
40.910938 -73.116077 -101.000000
40.910973 -73.116142 -101.000000
40.911001 -73.116179 -103.000000
40.911076 -73.116442 -103.000000
40.911087 -73.117151 -97.000000
40.911092 -73.117229 -93.000000
40.911091 -73.117344 -99.000000
40.911082 -73.117368 -95.000000
40.911061 -73.117353 -93.000000
40.911057 -73.117357 -93.000000
40.911042 -73.117699 -97.000000
40.911046 -73.117758 -95.000000
40.911056 -73.117817 -95.000000
40.911056 -73.117817 -95.000000
40.911066 -73.118070 -97.000000
40.911030 -73.118086 -95.000000
40.910980 -73.118106 -91.000000
40.910976 -73.118106 -87.000000
40.910937 -73.118177 -91.000000
40.910897 -73.118297 -97.000000
40.910882 -73.118382 -97.000000
40.910923 -73.118429 -97.000000
40.911059 -73.118430 -95.000000
40.911093 -73.118482 -99.000000
40.911125 -73.118577 -101.000000
40.911148 -73.118652 -91.000000
40.911183 -73.118764 -95.000000
40.911191 -73.118795 -95.000000
40.911201 -73.118859 -91.000000
40.911201 -73.118902 -89.000000
40.911208 -73.119000 -91.000000
40.911209 -73.119043 -93.000000
40.911207 -73.119066 -89.000000
40.911200 -73.119123 -91.000000
40.911194 -73.119170 -93.000000
40.911201 -73.119198 -87.000000
40.911213 -73.119261 -89.000000
40.911218 -73.119304 -89.000000
40.911222 -73.119334 -93.000000
40.911237 -73.119404 -95.000000
40.911243 -73.119445 -93.000000
40.911233 -73.119469 -93.000000
40.911225 -73.119585 -89.000000
40.911219 -73.119626 -87.000000
40.911228 -73.119684 -87.000000
40.911249 -73.119739 -87.000000
40.911248 -73.119788 -87.000000
40.911258 -73.119829 -89.000000
40.911272 -73.119867 -87.000000
40.911301 -73.119915 -85.000000
40.911319 -73.119950 -85.000000
40.911333 -73.120012 -83.000000
40.911328 -73.120051 -81.000000
40.911331 -73.120079 -83.000000
40.911335 -73.120142 -81.000000
40.911373 -73.120224 -83.000000
40.911389 -73.120294 -85.000000
40.911389 -73.120336 -83.000000
40.911389 -73.120336 -83.000000
40.911382 -73.120380 -83.000000
40.911382 -73.120380 -83.000000
40.911381 -73.120428 -81.000000
40.911392 -73.120473 -85.000000
40.911407 -73.120519 -83.000000
40.911443 -73.120548 -83.000000
40.911463 -73.120601 -79.000000
40.911511 -73.120631 -79.000000
40.911559 -73.120618 -77.000000
40.911581 -73.120620 -77.000000
40.911605 -73.120637 -79.000000
40.911621 -73.120652 -83.000000
40.911654 -73.120685 -77.000000
40.911661 -73.120705 -77.000000
40.911664 -73.120816 -85.000000
40.911674 -73.120869 -83.000000
40.911680 -73.120907 -81.000000
40.911689 -73.120928 -77.000000
40.911706 -73.121033 -73.000000
40.911717 -73.121071 -71.000000
40.911733 -73.121107 -71.000000
40.911773 -73.121137 -65.000000
40.911823 -73.121164 -65.000000
40.911864 -73.121181 -63.000000
40.911905 -73.121200 -65.000000
40.911955 -73.121226 -67.000000
40.911955 -73.121226 -67.000000
40.911965 -73.121231 -69.000000
40.911965 -73.121231 -69.000000
40.911979 -73.121233 -65.000000
40.912047 -73.121239 -73.000000
40.912085 -73.121243 -75.000000
40.912128 -73.121249 -71.000000
40.912136 -73.121254 -71.000000
40.908027 -73.110473 -97.000000
40.908384 -73.111659 -79.000000
40.908384 -73.111659 -79.000000
40.908402 -73.111674 -79.000000
40.908477 -73.111704 -83.000000
40.908560 -73.111719 -79.000000
40.908584 -73.111721 -77.000000
40.908606 -73.111739 -77.000000
40.908659 -73.111778 -79.000000
40.908676 -73.111804 -77.000000
40.908698 -73.111840 -77.000000
40.908742 -73.111867 -81.000000
40.908775 -73.111907 -83.000000
40.908791 -73.111934 -79.000000
40.908799 -73.111969 -77.000000
40.908786 -73.111991 -75.000000
40.908801 -73.111976 -73.000000
40.908801 -73.111976 -73.000000
40.908805 -73.111966 -73.000000
40.908805 -73.111966 -73.000000
40.908808 -73.111967 -73.000000
40.908811 -73.111950 -73.000000
40.908785 -73.112012 -67.000000
40.908763 -73.112066 -69.000000
40.908748 -73.112100 -71.000000
40.908738 -73.112121 -73.000000
40.908736 -73.112167 -85.000000
40.908740 -73.112199 -81.000000
40.908743 -73.112212 -79.000000
40.908739 -73.112218 -83.000000
40.908751 -73.112242 -85.000000
40.908771 -73.112255 -85.000000
40.908786 -73.112262 -87.000000
40.908855 -73.112287 -85.000000
40.908886 -73.112308 -83.000000
40.908915 -73.112329 -83.000000
40.908971 -73.112398 -83.000000
40.908994 -73.112412 -85.000000
40.909032 -73.112423 -85.000000
40.909073 -73.112442 -87.000000
40.909103 -73.112457 -87.000000
40.909122 -73.112469 -87.000000
40.909139 -73.112485 -91.000000
40.909196 -73.112521 -87.000000
40.909223 -73.112540 -87.000000
40.909245 -73.112564 -89.000000
40.909284 -73.112613 -89.000000
40.909295 -73.112630 -83.000000
40.909318 -73.112650 -81.000000
40.909356 -73.112677 -83.000000
40.909384 -73.112699 -85.000000
40.909407 -73.112714 -85.000000
40.909479 -73.112772 -85.000000
40.909528 -73.112807 -89.000000
40.909563 -73.112839 -89.000000
40.909596 -73.112856 -89.000000
40.909620 -73.112863 -87.000000
40.909642 -73.112874 -85.000000
40.909686 -73.112902 -85.000000
40.909708 -73.112917 -87.000000
40.909744 -73.112940 -85.000000
40.909791 -73.112977 -85.000000
40.909818 -73.112991 -85.000000
40.909847 -73.113002 -87.000000
40.909905 -73.113032 -85.000000
40.909957 -73.113061 -85.000000
40.910013 -73.113083 -85.000000
40.910052 -73.113098 -85.000000
40.910081 -73.113100 -89.000000
40.910104 -73.113098 -89.000000
40.910137 -73.113123 -85.000000
40.910156 -73.113136 -83.000000
40.910177 -73.113145 -83.000000
40.910233 -73.113166 -83.000000
40.910253 -73.113180 -81.000000
40.910278 -73.113212 -81.000000
40.910288 -73.113289 -85.000000
40.910315 -73.113366 -85.000000
40.910346 -73.113437 -85.000000
40.910357 -73.113473 -83.000000
40.910373 -73.113512 -83.000000
40.910401 -73.113559 -89.000000
40.910419 -73.113625 -85.000000
40.910454 -73.113841 -93.000000
40.910461 -73.113853 -91.000000
40.910463 -73.113875 -91.000000
40.910468 -73.113944 -95.000000
40.910475 -73.113970 -93.000000
40.910480 -73.114094 -93.000000
40.910487 -73.114156 -91.000000
40.910493 -73.114199 -95.000000
40.910493 -73.114242 -93.000000
40.910506 -73.114350 -85.000000
40.910515 -73.114406 -83.000000
40.910530 -73.114472 -93.000000
40.910543 -73.114518 -89.000000
40.910550 -73.114544 -87.000000
40.910556 -73.114574 -85.000000
40.910575 -73.114614 -91.000000
40.910599 -73.114609 -93.000000
40.910677 -73.114647 -95.000000
40.910714 -73.114713 -95.000000
40.910726 -73.114736 -95.000000
40.910769 -73.114785 -97.000000
40.910802 -73.114835 -99.000000
40.910828 -73.114870 -99.000000
40.910861 -73.114958 -101.000000
40.910896 -73.115536 -99.000000
40.910919 -73.115756 -97.000000
40.910924 -73.115835 -97.000000
40.910913 -73.115947 -97.000000
40.910894 -73.116841 -91.000000
40.910873 -73.116957 -89.000000
40.910906 -73.117337 -93.000000
40.910934 -73.117384 -93.000000
40.910940 -73.117437 -93.000000
40.910953 -73.117505 -89.000000
40.910965 -73.117549 -91.000000
40.910984 -73.117636 -91.000000
40.910996 -73.117696 -91.000000
40.911026 -73.117750 -93.000000
40.911045 -73.117741 -93.000000
40.911097 -73.117962 -99.000000
40.911097 -73.117962 -99.000000
40.911097 -73.117962 -97.000000
40.911097 -73.117962 -97.000000
40.911097 -73.117962 -97.000000
40.911097 -73.117962 -95.000000
40.911097 -73.117962 -97.000000
40.911097 -73.117962 -95.000000
40.911097 -73.117962 -95.000000
40.911079 -73.118419 -95.000000
40.911091 -73.118428 -93.000000
40.911097 -73.118484 -95.000000
40.911106 -73.118531 -93.000000
40.911114 -73.118571 -91.000000
40.911122 -73.118611 -91.000000
40.911129 -73.118654 -91.000000
40.911135 -73.118684 -91.000000
40.911159 -73.118795 -87.000000
40.911155 -73.118845 -91.000000
40.911157 -73.118893 -89.000000
40.911153 -73.118947 -85.000000
40.911148 -73.118995 -89.000000
40.911158 -73.119045 -87.000000
40.911163 -73.119090 -87.000000
40.911161 -73.119133 -89.000000
40.911168 -73.119178 -89.000000
40.911172 -73.119232 -91.000000
40.911181 -73.119285 -91.000000
40.911193 -73.119340 -89.000000
40.911209 -73.119389 -91.000000
40.911220 -73.119455 -91.000000
40.911232 -73.119530 -87.000000
40.911241 -73.119577 -83.000000
40.911255 -73.119605 -83.000000
40.911266 -73.119673 -81.000000
40.911266 -73.119705 -85.000000
40.911269 -73.119736 -85.000000
40.911282 -73.119779 -83.000000
40.911291 -73.119835 -85.000000
40.911301 -73.119892 -87.000000
40.911305 -73.119922 -85.000000
40.911286 -73.120072 -83.000000
40.911305 -73.120147 -79.000000
40.911309 -73.120176 -81.000000
40.911315 -73.120227 -81.000000
40.911322 -73.120273 -79.000000
40.911330 -73.120312 -79.000000
40.911365 -73.120375 -81.000000
40.911359 -73.120369 -79.000000
40.911353 -73.120371 -79.000000
40.911363 -73.120398 -77.000000
40.911374 -73.120430 -77.000000
40.911393 -73.120486 -77.000000
40.911436 -73.120575 -79.000000
40.911457 -73.120568 -81.000000
40.911457 -73.120529 -79.000000
40.911504 -73.120544 -85.000000
40.911564 -73.120594 -83.000000
40.911620 -73.120601 -79.000000
40.911639 -73.120633 -79.000000
40.911653 -73.120657 -77.000000
40.911653 -73.120751 -77.000000
40.911661 -73.120810 -79.000000
40.911674 -73.120886 -75.000000
40.911694 -73.120918 -71.000000
40.911707 -73.120945 -81.000000
40.911708 -73.120960 -85.000000
40.911713 -73.120998 -71.000000
40.911718 -73.121047 -71.000000
40.911736 -73.121130 -65.000000
40.911772 -73.121133 -65.000000
40.911813 -73.121154 -63.000000
40.911841 -73.121185 -63.000000
40.911885 -73.121243 -71.000000
40.911975 -73.121272 -67.000000
40.912016 -73.121293 -63.000000
40.912051 -73.121314 -67.000000
40.912126 -73.121895 -71.000000
40.912139 -73.121874 -71.000000
40.912151 -73.121857 -75.000000
40.907880 -73.110138 -93.000000
40.907904 -73.110190 -93.000000
40.907924 -73.110219 -93.000000
40.907944 -73.110282 -99.000000
40.907950 -73.110308 -97.000000
40.907960 -73.110345 -97.000000
40.907965 -73.110399 -95.000000
40.907961 -73.110430 -93.000000
40.907960 -73.110478 -93.000000
40.907963 -73.110554 -93.000000
40.907966 -73.110589 -93.000000
40.907968 -73.110636 -93.000000
40.907957 -73.110699 -93.000000
40.907953 -73.110734 -91.000000
40.907944 -73.110790 -91.000000
40.907938 -73.110865 -91.000000
40.907935 -73.110902 -91.000000
40.907931 -73.110954 -89.000000
40.907929 -73.111019 -85.000000
40.907925 -73.111050 -85.000000
40.907949 -73.111088 -87.000000
40.907956 -73.111164 -87.000000
40.907961 -73.111204 -87.000000
40.907970 -73.111240 -85.000000
40.907978 -73.111327 -79.000000
40.907983 -73.111360 -79.000000
40.907989 -73.111389 -77.000000
40.907988 -73.111460 -79.000000
40.907974 -73.111505 -85.000000
40.907980 -73.111580 -83.000000
40.907989 -73.111615 -81.000000
40.907998 -73.111653 -83.000000
40.907998 -73.111653 -83.000000
40.908025 -73.111733 -83.000000
40.908025 -73.111733 -83.000000
40.908048 -73.111758 -81.000000
40.908069 -73.111778 -81.000000
40.908069 -73.111778 -81.000000
40.908116 -73.111836 -81.000000
40.908116 -73.111836 -81.000000
40.908135 -73.111860 -81.000000
40.908156 -73.111880 -85.000000
40.908211 -73.111925 -83.000000
40.908225 -73.111956 -83.000000
40.908239 -73.111987 -85.000000
40.908281 -73.112048 -85.000000
40.908302 -73.112068 -83.000000
40.908323 -73.112086 -81.000000
40.908380 -73.112129 -79.000000
40.908406 -73.112146 -79.000000
40.908502 -73.112204 -75.000000
40.908529 -73.112216 -73.000000
40.908582 -73.112223 -73.000000
40.908620 -73.112227 -71.000000
40.908688 -73.112268 -77.000000
40.908702 -73.112312 -81.000000
40.908700 -73.112342 -85.000000
40.908668 -73.112389 -83.000000
40.908652 -73.112429 -85.000000
40.908642 -73.112456 -87.000000
40.908620 -73.112508 -91.000000
40.908611 -73.112538 -91.000000
40.908597 -73.112585 -91.000000
40.908584 -73.112649 -89.000000
40.908579 -73.112682 -91.000000
40.908581 -73.112734 -91.000000
40.908548 -73.113113 -89.000000
40.908541 -73.113194 -91.000000
40.908548 -73.113258 -93.000000
40.908564 -73.113341 -91.000000
40.908577 -73.113415 -91.000000
40.908583 -73.113453 -91.000000
40.908594 -73.113504 -93.000000
40.908771 -73.113553 -89.000000
40.908838 -73.113621 -93.000000
40.908856 -73.113650 -93.000000
40.908933 -73.113731 -91.000000
40.908943 -73.113757 -91.000000
40.910348 -73.116990 -95.000000
40.910392 -73.117018 -95.000000
40.910420 -73.117031 -93.000000
40.910445 -73.117046 -93.000000
40.910449 -73.117052 -91.000000
40.910453 -73.117053 -89.000000
40.910454 -73.117053 -95.000000
40.910463 -73.117064 -95.000000
40.910484 -73.117097 -93.000000
40.910505 -73.117169 -97.000000
40.910522 -73.117193 -95.000000
40.910594 -73.117241 -93.000000
40.910627 -73.117244 -91.000000
40.910658 -73.117252 -89.000000
40.910730 -73.117274 -91.000000
40.910758 -73.117286 -93.000000
40.910840 -73.117341 -95.000000
40.910856 -73.117360 -95.000000
40.910873 -73.117375 -95.000000
40.910928 -73.117366 -97.000000
40.910952 -73.117371 -93.000000
40.910974 -73.117388 -91.000000
40.910985 -73.117436 -93.000000
40.910990 -73.117471 -93.000000
40.910995 -73.117559 -93.000000
40.910999 -73.117588 -93.000000
40.911015 -73.117688 -93.000000
40.911021 -73.117722 -93.000000
40.911029 -73.117751 -93.000000
40.911036 -73.117788 -93.000000
40.911058 -73.117903 -99.000000
40.911063 -73.117927 -99.000000
40.911063 -73.117927 -99.000000
40.911065 -73.117949 -99.000000
40.911065 -73.117949 -99.000000
40.911074 -73.117987 -99.000000
40.911120 -73.118097 -99.000000
40.911120 -73.118097 -103.000000
40.911120 -73.118097 -101.000000
40.911120 -73.118097 -99.000000
40.911075 -73.118346 -101.000000
40.911170 -73.118417 -97.000000
40.911167 -73.118435 -97.000000
40.911144 -73.118437 -97.000000
40.911144 -73.118516 -93.000000
40.911142 -73.118558 -97.000000
40.911135 -73.118599 -101.000000
40.911128 -73.118678 -95.000000
40.911134 -73.118732 -93.000000
40.911140 -73.118768 -91.000000
40.911159 -73.118843 -93.000000
40.911154 -73.118900 -95.000000
40.911148 -73.118937 -95.000000
40.911179 -73.119531 -87.000000
40.911196 -73.119573 -87.000000
40.911205 -73.119637 -93.000000
40.911203 -73.119669 -91.000000
40.911204 -73.119702 -91.000000
40.911224 -73.119814 -89.000000
40.911236 -73.119841 -85.000000
40.911248 -73.119884 -85.000000
40.911278 -73.119940 -87.000000
40.911299 -73.119960 -85.000000
40.911349 -73.120011 -81.000000
40.911358 -73.120042 -79.000000
40.911365 -73.120073 -81.000000
40.911383 -73.120151 -83.000000
40.911382 -73.120185 -85.000000
40.911385 -73.120219 -87.000000
40.911392 -73.120302 -83.000000
40.911398 -73.120333 -81.000000
40.911408 -73.120364 -79.000000
40.911426 -73.120448 -79.000000
40.911449 -73.120506 -81.000000
40.911506 -73.120538 -79.000000
40.911531 -73.120527 -79.000000
40.911554 -73.120509 -79.000000
40.911616 -73.120511 -77.000000
40.911637 -73.120534 -77.000000
40.911650 -73.120564 -77.000000
40.911656 -73.120675 -81.000000
40.911638 -73.120704 -83.000000
40.911642 -73.120777 -79.000000
40.911648 -73.120869 -79.000000
40.911637 -73.120967 -73.000000
40.911638 -73.120998 -77.000000
40.911647 -73.121051 -77.000000
40.911689 -73.121110 -75.000000
40.911721 -73.121124 -73.000000
40.911754 -73.121128 -69.000000
40.911831 -73.121156 -69.000000
40.911831 -73.121156 -69.000000
40.911905 -73.121214 -73.000000
40.911935 -73.121248 -71.000000
40.911957 -73.121258 -73.000000
40.912007 -73.121272 -69.000000
40.912048 -73.121279 -67.000000
40.912075 -73.121285 -69.000000
40.912130 -73.121297 -73.000000
40.912171 -73.121319 -69.000000
40.912200 -73.121330 -71.000000
40.912256 -73.121348 -73.000000
40.912270 -73.121394 -69.000000
40.912268 -73.121424 -71.000000
40.912259 -73.121431 -85.000000
40.912266 -73.121397 -79.000000
40.912287 -73.121382 -79.000000
40.912316 -73.121375 -79.000000
40.912350 -73.121364 -77.000000
40.912499 -73.121361 -75.000000
40.912499 -73.121361 -75.000000
